	user	Histories	Behaviors
6357	U6357	J1218 J2893 J7438 J544 J7993 J6212 J1070 J987	J2145-0 J6365-0 J907-1 J7576-0 J250-0 J7383-0 J1538-1 J7241-0 J4844-0 J4715-0 J5642-0 J4582-0 J4995-0 J4133-1 J3454-0 J7448-0 J7586-0 J3062-0 J7761-0 J5668-0
6358	U6358	J26 J1988 J4088	J2332-0 J609-0 J3564-1 J5644-0 J7065-0 J1911-0 J4708-0 J7657-0 J6669-0 J7071-0 J7701-0 J4572-0 J1429-0 J7389-0 J2344-0 J3995-0 J4178-0 J4776-0 J5964-0 J3249-1
6360	U6360	J4538 J7623 J4206 J2175 J7442 J6506 J5961 J1187 J4132	J3673-0 J3254-0 J7871-0 J857-1 J5249-0 J890-0 J5154-0 J1065-0 J3527-0 J4418-0 J3498-0 J5396-0 J6132-0 J1707-0 J834-0 J7985-0 J1714-1 J8128-1 J433-0 J3805-0
6361	U6361	J1912 J3894 J3409 J3923	J765-0 J6206-0 J7795-0 J4565-0 J1960-0 J3367-1 J7874-0 J7195-0 J7982-1 J6419-0 J5725-0 J2964-0 J8041-0 J3297-0 J2686-0 J4075-0 J6195-0 J2472-0 J7292-0 J3772-0
6362	U6362	J6084 J3686 J6070 J1496 J7555	J918-0 J5949-0 J6824-0 J3707-0 J4684-0 J6293-1 J5359-1 J4592-0 J2417-0 J1816-0 J3229-0 J5636-0 J2167-0 J4149-1 J4779-0 J4481-0 J4324-0 J3261-0 J4957-0 J6464-0
6363	U6363	J2701 J7424 J875 J1450 J663 J1239 J2376 J7372 J2463	J2774-0 J3433-0 J6230-1 J7842-1 J4990-0 J364-0 J2178-0 J4389-0 J3542-0 J2876-1 J5112-0 J879-0 J2947-0 J7503-0 J2009-0 J6250-0 J1097-0 J6087-0 J7364-1 J2529-0
6364	U6364	J2696 J16 J6105 J6121 J1711 J5880 J3097 J2461	J5237-1 J6756-0 J8231-0 J7649-0 J6039-0 J1027-0 J7435-0 J2604-0 J1727-0 J3116-0 J5320-0 J2918-0 J1532-0 J7167-0 J3077-0 J6744-1 J4412-1 J332-0 J7853-1 J2388-0
6365	U6365	J544 J6123 J1163 J2987 J6105 J2864	J4291-0 J4265-0 J2347-0 J4677-0 J6133-0 J5662-0 J2585-0 J2209-1 J4843-0 J4001-0 J2983-0 J6160-0 J6068-0 J3724-0 J8260-1 J6750-0 J5597-0 J5236-0 J633-0 J8079-0
6366	U6366	J2672 J525 J7330	J6472-1 J4347-0 J7411-0 J6335-0 J960-0 J4169-0 J8012-0 J6531-0 J1286-0 J7761-0 J4247-0 J7806-0 J2804-0 J549-0 J6381-0 J7042-0 J1679-0 J6494-0 J1135-0 J6233-1
6367	U6367	J1353 J1351 J4994 J1352 J3244	J6021-0 J7327-0 J3746-0 J1588-0 J8006-0 J5917-0 J4824-0 J6891-0 J376-0 J580-0 J4577-0 J7643-0 J2454-0 J2510-0 J4490-0 J820-0 J6922-0 J4127-0 J5335-0 J87-0
6368	U6368	J4205 J6781 J3343 J3748	J6748-0 J3271-0 J1265-0 J5126-0 J275-1 J5566-0 J6823-0 J5291-0 J3530-0 J6456-0 J3071-0 J7335-0 J3951-0 J4892-0 J6178-0 J6893-0 J4046-0 J5178-0 J5250-0 J3369-1
6369	U6369	J4136 J1051 J1676	J7562-1 J4993-0 J7059-0 J1084-0 J612-0 J8011-0 J72-0 J6964-0 J3279-0 J3715-0 J653-0 J5813-0 J2554-0 J4831-0 J665-0 J4869-0 J6297-0 J5999-0 J1464-1 J4770-0
6370	U6370	J2760 J5647 J7250	J6230-1 J7271-0 J8212-0 J4975-0 J447-0 J89-0 J8077-1 J4472-1 J2800-1 J4327-1 J7392-0 J1624-0 J6239-0 J6131-0 J2006-0 J6940-0 J6273-0 J4411-0 J3126-0 J2050-0
6371	U6371	J3222 J1595 J534 J3931 J2000 J3920 J3083 J3035 J7037 J2883 J4218 J7070	J793-0 J1931-0 J6778-1 J7069-1 J2356-1 J3593-1 J4040-0 J7634-0 J748-0 J1299-0 J3226-0 J3092-1 J5741-0 J1229-0 J6283-0 J368-1 J2278-0 J2666-0 J4223-0 J3275-0
6372	U6372	J7182 J19 J4205	J7686-0 J3891-0 J3811-0 J5468-1 J3629-1 J5032-0 J5987-1 J6499-1 J1963-1 J6611-0 J7605-0 J5045-0 J3510-0 J4297-0 J4293-1 J885-1 J315-0 J4692-0 J5578-1 J2867-0
6373	U6373	J314 J1458 J6119	J4412-1 J6110-1 J3303-0 J2083-0 J8147-0 J5229-0 J5904-1 J7803-0 J5254-0 J2626-0 J1303-0 J3965-0 J646-0 J632-0 J7276-0 J556-0 J7970-0 J6379-0 J7604-0 J7665-0
6374	U6374	J4205 J7522 J3110	J147-0 J2339-0 J3739-0 J7580-0 J2287-1 J3128-0 J3515-0 J1856-0 J3313-1 J2747-0 J6201-1 J4915-0 J182-0 J7870-0 J1244-0 J3043-0 J5221-0 J3883-0 J6846-0 J511-0
6375	U6375	J3547 J2072 J4148 J2248 J2746	J745-0 J5667-0 J3465-0 J3373-0 J4706-0 J2692-1 J3896-0 J5996-0 J602-0 J6115-0 J4085-0 J5131-0 J4336-1 J2003-0 J2449-0 J2916-0 J4798-0 J7634-0 J2531-0 J5304-0
6376	U6376	J6646 J7292 J1605 J6347	J4926-0 J1099-0 J7416-0 J7699-0 J4111-0 J6764-0 J2051-0 J7320-0 J3081-0 J770-0 J4379-0 J6355-0 J2103-1 J7556-0 J7832-0 J7776-0 J1438-1 J297-0 J5573-1 J522-0
6377	U6377	J3929 J6680 J2717 J3852 J3083	J8193-0 J1430-0 J6012-0 J5837-0 J3285-0 J8148-0 J5950-0 J4706-0 J775-0 J2307-0 J5961-0 J737-0 J7937-0 J91-0 J7647-0 J5821-0 J818-0 J6921-0 J4213-0 J629-0
6378	U6378	J7765 J4486 J3382 J2950 J5066 J2775 J2515	J3445-0 J7551-1 J2585-0 J4433-0 J2566-1 J6895-0 J1924-0 J329-0 J2083-1 J6950-0 J2580-0 J2949-0 J5599-0 J4740-1 J6526-1 J1377-1 J1701-0 J4997-0 J5501-0 J1214-0
6379	U6379	J6052 J3010 J7201	J1517-0 J4581-0 J3954-0 J4168-0 J465-0 J330-0 J3792-0 J6326-0 J5422-0 J2895-0 J485-0 J7753-0 J7532-0 J1971-0 J6615-0 J3972-0 J1846-0 J6516-0 J335-0 J7194-0
6380	U6380	J1725 J3318 J2137 J4510	J3039-0 J980-0 J2850-0 J7061-1 J6882-1 J1219-0 J7296-1 J6501-0 J7924-0 J6453-0 J6559-1 J6475-0 J7193-0 J2822-0 J188-0 J2651-0 J5976-0 J3500-0 J450-1 J1493-0
6381	U6381	J5193 J3919 J2688 J6375 J2186 J7416 J5002 J6781 J8077 J6153	J76-0 J1901-0 J373-0 J230-0 J5249-0 J1354-0 J3565-0 J7744-0 J1398-0 J5767-0 J522-0 J5779-0 J7406-0 J7169-0 J7457-0 J2901-0 J6410-0 J5204-0 J1683-0 J6285-0
6382	U6382	J2761 J3995 J5613 J85 J5334 J663 J2379 J3381 J921	J5038-0 J6962-0 J4290-0 J7909-0 J857-1 J7281-0 J5711-0 J4340-0 J6907-0 J1327-0 J5719-1 J2885-1 J3591-0 J5422-0 J677-1 J4522-0 J474-0 J3197-0 J813-0 J7931-0
6383	U6383	J5002 J4875 J6107 J2920	J6460-0 J5576-0 J6312-0 J4516-0 J4814-0 J4367-0 J4985-0 J2236-0 J6043-0 J2685-1 J1196-0 J1603-0 J595-0 J3636-0 J1048-0 J3889-0 J2921-1 J5505-0 J4066-0 J4297-0
6384	U6384	J107 J4880 J8214 J6680 J7036 J6375 J2374 J1055	J1471-0 J7516-0 J6280-0 J5735-0 J4644-0 J2011-0 J840-0 J910-0 J200-0 J2185-1 J2906-0 J4403-0 J1616-1 J7410-1 J3940-0 J8108-0 J581-0 J2338-0 J3156-0 J547-0
6385	U6385	J1002 J5788 J2716	J5802-0 J846-0 J1921-0 J2527-0 J4147-1 J4108-1 J2737-1 J4382-1 J2185-1 J2547-0 J4076-0 J420-1 J7143-0 J2031-0 J2611-0 J4909-0 J4355-0 J6701-0 J4195-0 J7899-0
6386	U6386	J4638 J4027 J4885	J1173-0 J6765-0 J1549-0 J442-1 J2242-0 J1266-0 J7806-0 J6728-0 J5971-0 J1493-0 J3087-0 J3771-0 J7616-0 J314-1 J3357-0 J2114-0 J3496-0 J7555-1 J5413-0 J6290-0
6387	U6387	J4590 J1067 J7852	J1300-0 J1073-1 J5409-0 J5796-0 J310-0 J2684-0 J3604-0 J4147-1 J4503-0 J7672-0 J4104-0 J7426-0 J7268-1 J2887-1 J2891-0 J3716-1 J1542-0 J7466-0 J4169-1 J530-0
6388	U6388	J2694 J923 J858	J6908-0 J4583-0 J6830-1 J293-0 J7392-0 J5794-0 J1711-0 J3029-0 J1752-0 J2647-0 J4206-0 J1151-0 J7671-0 J3409-1 J2620-0 J6254-0 J2731-1 J5240-0 J7503-0 J6980-0
6389	U6389	J2921 J1674 J3711 J6229 J4458 J7184 J7292	J7290-0 J3915-0 J5440-0 J4266-0 J6575-0 J5880-1 J1719-0 J6563-0 J5478-0 J5676-0 J3798-0 J6029-1 J4812-1 J2348-1 J7430-1 J2389-0 J2159-0 J3387-0 J4093-0 J5430-0
6390	U6390	J8131 J119 J1022	J7271-0 J5539-0 J9-1 J3794-0 J483-1 J1183-1 J6825-0 J7647-0 J5902-0 J3213-0 J6563-0 J6962-0 J4224-0 J7621-0 J20-1 J5632-0 J686-0 J3847-0 J3105-1 J649-0
6391	U6391	J4340 J3009 J6737 J8091 J5242 J4758	J2468-0 J5636-0 J1185-0 J3825-0 J4650-0 J5867-0 J3535-0 J5719-0 J6494-0 J8063-0 J6985-0 J1974-0 J1746-0 J1024-0 J374-0 J421-0 J3318-1 J4370-0 J4053-1 J7600-0
6392	U6392	J1053 J6740 J7186 J1147	J6490-0 J7371-0 J1437-1 J1969-1 J4880-1 J897-0 J3455-0 J5792-0 J7697-0 J5292-0 J4834-0 J4717-0 J4146-1 J5511-0 J8177-1 J6591-0 J7097-1 J3988-0 J1198-0 J1179-0
6393	U6393	J4629 J2894 J3026 J8104 J5192 J2835	J4577-0 J6595-0 J2103-0 J3879-0 J3228-0 J1739-0 J731-0 J2743-0 J7824-0 J7573-0 J2400-0 J3568-0 J4019-0 J411-0 J1554-0 J5961-0 J191-0 J846-0 J3661-0 J2609-0
6394	U6394	J1677 J7442 J8168 J3203 J1811 J5067 J1217 J2864	J1416-1 J4603-0 J8169-1 J2964-0 J5983-0 J5314-0 J3717-0 J5691-0 J8077-1 J298-0 J6942-0 J4154-0 J5578-0 J3587-0 J5408-0 J6746-0 J5387-0 J5191-0 J5775-0 J6814-0
6395	U6395	J2048 J8232 J4108 J2781 J1254 J4053 J1188 J993 J872 J397 J1450 J8025 J3572 J2486 J7998	J7081-0 J4104-0 J5721-0 J5104-0 J6186-0 J222-0 J966-0 J5874-0 J4661-0 J8018-0 J615-0 J5233-0 J2148-0 J5571-0 J90-0 J7023-0 J7524-1 J7119-0 J5543-0 J122-0
6396	U6396	J3046 J7363 J1530 J5339 J5947 J2501	J4669-0 J3172-0 J7482-0 J7463-0 J337-0 J1896-0 J6814-0 J1991-0 J2175-1 J6760-0 J1841-0 J2903-0 J932-0 J6708-0 J667-0 J1820-0 J4817-0 J6405-0 J5641-0 J4026-1
6397	U6397	J7676 J4146 J4740 J5171 J2775 J3166 J863 J3907 J1351	J7233-0 J1295-0 J3420-1 J1631-0 J2622-1 J5240-0 J5423-0 J652-0 J1563-0 J75-0 J5176-0 J8155-0 J5548-0 J680-0 J170-0 J268-0 J6425-0 J6140-0 J648-1 J3730-0
6398	U6398	J2645 J157 J5955 J1498	J8168-0 J496-0 J7249-0 J47-0 J4699-0 J2325-1 J4712-0 J4856-0 J5890-0 J6491-0 J8253-0 J3199-0 J4859-0 J6279-1 J8234-0 J576-0 J434-0 J2465-0 J4217-0 J164-0
6399	U6399	J4392 J4994 J1351 J3244 J5829 J1352	J2674-0 J6243-0 J6440-0 J3872-0 J5198-0 J499-0 J4609-0 J2100-0 J3058-0 J7760-0 J5688-0 J1131-0 J272-0 J2379-0 J853-0 J6394-0 J6539-0 J2982-0 J4269-0 J768-0
6400	U6400	J3826 J6734 J3684 J3710 J881	J165-0 J5854-0 J3727-0 J2550-0 J1823-0 J1523-0 J2986-0 J3288-0 J2675-0 J7788-0 J5275-0 J3578-0 J2558-0 J2532-0 J4284-0 J123-0 J6630-1 J939-0 J8039-0 J3845-1
6401	U6401	J3896 J4697 J7037 J7516 J1188 J383	J4424-0 J2207-0 J3815-0 J1517-0 J2668-0 J3986-0 J5168-1 J6843-0 J5794-0 J2457-1 J4737-0 J6644-0 J3645-1 J6636-0 J6740-1 J5990-0 J5516-0 J431-0 J3270-0 J6570-0
6402	U6402	J4205 J3866 J3580 J6943	J2128-0 J4716-1 J6958-1 J4636-0 J6708-1 J7197-1 J3477-0 J936-0 J4984-0 J1142-1 J1443-0 J5270-0 J6111-0 J440-0 J2081-0 J7467-0 J453-0 J3502-0 J1577-0 J2812-0
6403	U6403	J6585 J7624 J7206	J3948-0 J7200-0 J6794-0 J4202-0 J2969-0 J4033-0 J3921-1 J3522-0 J4683-0 J5367-0 J487-0 J1996-0 J4548-0 J6592-1 J7986-1 J8164-0 J3277-0 J4569-0 J6340-0 J3195-0
6404	U6404	J1030 J4514 J2701 J4343 J3367 J6630 J6616 J2724 J1056	J3435-0 J8251-0 J3118-0 J4249-0 J4540-0 J7146-0 J4684-0 J1377-0 J3572-0 J1892-0 J3634-0 J1009-0 J4680-0 J6937-0 J3315-0 J1668-0 J2368-0 J2819-1 J8237-0 J7830-1
6405	U6405	J7718 J645 J4053	J1202-0 J4328-0 J5991-0 J5240-0 J2899-0 J5543-0 J515-0 J5407-0 J2000-0 J4688-0 J208-0 J5412-0 J803-0 J898-0 J3401-0 J1026-0 J3029-0 J3608-0 J4717-0 J742-0
6406	U6406	J5722 J7632 J6897 J1965	J2857-0 J1490-1 J6829-0 J822-0 J6670-0 J3129-0 J7657-0 J1223-0 J2745-0 J6205-0 J5015-0 J7142-0 J3453-1 J4914-0 J6089-0 J2166-0 J6739-0 J4945-0 J5287-0 J7586-0
6407	U6407	J1424 J4484 J5096 J4078 J3493 J7381 J7636 J4885	J880-0 J5004-0 J5898-0 J5778-0 J6820-0 J3446-0 J5609-0 J4863-0 J4419-0 J6336-0 J7502-0 J6801-0 J7422-0 J3738-0 J2204-0 J1423-1 J7814-0 J1400-0 J6018-0 J2442-0
6408	U6408	J8209 J416 J731 J7182 J1928 J7410 J5145 J4613 J7542 J1477	J3339-0 J2495-0 J1570-0 J7082-0 J4099-0 J6352-0 J7655-0 J88-0 J5973-0 J6611-0 J4934-1 J4276-0 J3276-0 J564-0 J390-0 J1159-1 J4513-0 J3156-0 J3882-0 J3566-0
6409	U6409	J8134 J5080 J5081	J5523-0 J3285-0 J657-0 J4108-0 J7351-0 J8101-0 J4240-0 J8047-0 J5730-0 J7324-0 J4955-0 J2916-0 J1405-0 J1331-0 J481-0 J2903-0 J4801-0 J1554-0 J2828-0 J4146-0
6410	U6410	J4479 J8104 J6525 J6121	J3079-0 J5445-0 J3729-0 J320-0 J2488-0 J5856-0 J2494-1 J8115-0 J6573-0 J4672-0 J8038-0 J3591-0 J1132-0 J6384-1 J3243-0 J4404-0 J7336-0 J3761-0 J6747-0 J4515-0
6411	U6411	J5056 J8163 J6154 J2991 J4330 J2775 J8232	J5310-0 J3428-0 J3894-0 J8027-0 J3392-0 J3296-0 J3815-0 J7459-0 J32-0 J792-0 J4103-1 J2230-0 J5674-0 J911-0 J174-0 J3485-0 J8093-1 J5026-0 J1019-0 J3573-0
6412	U6412	J3205 J3934 J2692 J347	J3976-0 J7795-0 J5703-0 J1291-0 J1442-0 J5387-0 J7249-0 J3583-0 J2850-0 J6400-1 J1997-0 J2426-1 J5568-0 J6735-0 J4008-0 J2417-1 J4814-0 J1308-0 J4193-0 J5847-0
6413	U6413	J4382 J8074 J1803	J6526-0 J441-0 J7253-0 J6018-0 J2706-0 J7224-0 J1291-0 J4851-0 J6703-1 J5272-0 J6988-0 J6433-0 J7892-0 J4543-0 J4379-1 J3560-0 J1118-0 J4097-0 J695-0 J4392-0
6414	U6414	J4236 J287 J6540 J3083 J4629 J3384 J3662	J5454-0 J1534-0 J4670-0 J5010-0 J2979-0 J6200-1 J5743-0 J7135-0 J5810-0 J1396-1 J3433-0 J568-0 J95-0 J7705-0 J4620-0 J1912-1 J6998-0 J5394-1 J4867-0 J7914-0
6415	U6415	J7424 J7186 J2417 J2101	J3014-1 J4366-1 J3394-1 J5728-0 J6144-1 J407-0 J3079-1 J4872-0 J5500-0 J1529-0 J4062-0 J1435-0 J1724-0 J7022-0 J1090-0 J3153-0 J4327-1 J1218-1 J6531-0 J3265-0
6416	U6416	J1645 J6164 J6167 J1675 J1621 J1680 J1467 J1353 J1441	J2985-0 J1378-0 J2172-0 J5651-0 J7428-0 J6286-0 J8033-0 J1893-0 J521-0 J3021-0 J3652-0 J76-0 J3061-0 J763-0 J2704-0 J3406-0 J1773-0 J2857-0 J5548-0 J1089-0
6417	U6417	J8253 J4960 J7530	J4459-0 J7615-0 J1371-0 J3020-0 J2676-1 J1717-0 J4384-1 J1400-0 J1082-0 J141-1 J5046-0 J6667-0 J5686-1 J6639-0 J411-0 J2022-0 J1043-0 J3259-0 J3997-1 J7415-0
6418	U6418	J782 J2198 J5468	J1355-0 J4022-1 J288-0 J3296-0 J7645-0 J6321-1 J8074-0 J3706-0 J1740-0 J8032-1 J4097-1 J3886-0 J1237-0 J1643-1 J6896-0 J6419-0 J1896-0 J220-0 J4414-0 J735-0
6419	U6419	J1811 J2486 J1965 J7183 J4103	J2255-0 J5280-0 J5820-0 J331-1 J5515-0 J4448-0 J2604-0 J6595-0 J8198-0 J791-0 J6863-0 J5016-0 J2966-0 J12-0 J516-0 J277-0 J2145-0 J6232-0 J3138-0 J3437-0
6420	U6420	J2711 J282 J6978 J4205	J238-0 J6170-1 J1858-0 J8230-1 J5223-0 J3354-0 J6294-0 J3274-0 J2302-0 J3437-0 J592-0 J428-1 J4486-1 J2465-0 J6167-1 J5838-0 J6586-0 J325-0 J6868-0 J5320-0
6421	U6421	J4568 J843 J7002	J1150-0 J4788-0 J5020-0 J3195-0 J5841-0 J7926-0 J1508-0 J2135-1 J3676-0 J7609-1 J4578-0 J5561-0 J8077-0 J8206-1 J755-0 J1239-0 J77-0 J7528-0 J5986-0 J1536-0
6422	U6422	J4607 J6212 J4149 J2422 J85 J7424	J605-0 J5000-0 J829-0 J6651-0 J7015-0 J4563-0 J3960-1 J5608-0 J7264-0 J889-0 J2166-0 J2272-0 J6350-0 J1714-1 J2644-0 J2215-0 J3695-1 J945-0 J3231-0 J4895-1
6423	U6423	J2639 J6214 J3653	J1813-0 J1361-1 J6367-1 J87-0 J4327-0 J4893-0 J3068-0 J7427-1 J5751-0 J2834-0 J5393-1 J4056-0 J1488-1 J3119-1 J6927-0 J6126-1 J5508-0 J4016-0 J541-0 J6546-0
6424	U6424	J3337 J5616 J3020 J6677	J3466-0 J851-0 J3310-0 J4135-0 J3470-0 J1877-0 J4289-0 J8000-1 J789-0 J5720-0 J419-0 J3374-0 J5360-0 J6179-0 J5145-1 J420-1 J3909-0 J2369-1 J1751-0 J5572-0
6425	U6425	J7177 J7182 J1334 J1007 J7852 J1488 J5193 J7621	J3914-0 J6484-0 J1107-0 J1680-0 J3918-0 J6888-0 J5038-0 J882-1 J88-0 J4476-0 J3150-0 J6504-0 J5204-0 J7631-0 J2646-0 J5413-0 J1403-0 J4733-0 J4095-0 J4062-0
6426	U6426	J2649 J830 J2760 J2640 J6265 J5376 J215 J6206 J5282 J6013 J397 J2518	J1723-0 J4841-0 J3796-1 J7892-0 J1753-1 J5124-0 J4849-0 J1338-0 J5456-0 J282-1 J7705-0 J6236-0 J7140-0 J5589-1 J7029-0 J7123-1 J6435-0 J6668-0 J1138-0 J3841-0
6427	U6427	J1352 J3244 J5829 J1351	J4633-0 J1224-0 J4089-0 J22-0 J6539-0 J260-0 J8260-0 J3315-0 J7900-0 J824-0 J4988-0 J1666-0 J5445-0 J2744-0 J4006-0 J336-0 J8092-0 J6349-0 J2990-0 J1265-0
6428	U6428	J7551 J8169 J7972 J4851 J1553 J1588	J279-0 J4150-1 J5054-0 J6050-0 J4373-0 J7005-0 J3977-0 J1577-0 J1928-1 J6781-1 J1001-0 J7646-0 J2574-1 J2842-0 J6864-0 J4192-1 J4476-0 J861-0 J770-0 J3165-0
6429	U6429	J5452 J7600 J7623 J1587 J5165 J3027 J6458	J5336-0 J1113-0 J5537-0 J2924-0 J6122-1 J5370-0 J962-0 J10-1 J1047-1 J1458-0 J4111-1 J6519-0 J1356-0 J2246-0 J7328-0 J3161-0 J1507-0 J3991-0 J4938-0 J3080-1
6430	U6430	J5683 J1187 J2886 J730 J7059 J6598 J7981 J6422	J5453-0 J8055-0 J3438-0 J1257-0 J1062-1 J7587-0 J1796-0 J4415-0 J7887-1 J1980-0 J3131-0 J986-0 J6913-0 J5587-1 J4991-0 J7116-0 J7209-1 J4017-0 J1749-0 J4052-0
6431	U6431	J1683 J1656 J858	J2579-0 J5381-0 J8002-0 J7450-0 J6897-0 J5331-0 J8067-0 J7520-0 J8213-0 J925-0 J2416-0 J1235-0 J3979-0 J6069-1 J2785-0 J3876-0 J4982-0 J4087-0 J6519-0 J2156-0
6432	U6432	J1218 J4875 J4818 J1216 J3521	J1428-1 J6827-1 J4878-1 J2157-1 J1180-0 J7044-1 J977-0 J4631-0 J2566-1 J5963-0 J6386-1 J7641-0 J2389-1 J4269-0 J360-0 J8043-0 J4379-1 J3691-0 J7690-1 J1123-0
6433	U6433	J2645 J923 J4721 J3386 J1912	J1963-1 J6532-1 J4541-1 J2589-0 J6484-0 J5518-0 J283-0 J1904-0 J2746-1 J8183-0 J4591-1 J5131-0 J2800-0 J5333-0 J2127-0 J47-0 J1079-0 J5008-0 J2903-0 J7191-0
6434	U6434	J3871 J6630 J7049 J2920 J4128 J1218 J3493 J6126	J3734-0 J7785-0 J835-0 J6232-0 J6527-0 J7654-0 J7520-0 J4583-0 J38-0 J7079-0 J3005-0 J174-0 J6594-0 J2182-0 J1105-0 J5995-0 J2310-0 J5071-0 J6024-0 J3444-0
6435	U6435	J3822 J5464 J2915 J4025 J77 J1319 J4133 J6400	J8099-0 J3040-0 J629-0 J4632-0 J3694-0 J6088-0 J2818-0 J472-0 J761-0 J6844-0 J5443-0 J6731-0 J388-0 J202-0 J5489-0 J841-0 J5717-0 J2023-0 J2416-1 J6627-0
6436	U6436	J2775 J5375 J3955	J1801-0 J490-1 J806-0 J6055-0 J226-0 J7564-0 J3812-0 J2687-0 J7960-0 J6641-1 J3836-0 J5939-0 J5803-0 J6855-0 J8075-0 J3132-0 J1065-0 J2943-0 J1409-1 J3891-0
6437	U6437	J4934 J8177 J382	J4864-1 J7096-0 J1254-1 J7371-0 J992-0 J4164-0 J4461-1 J1211-1 J545-0 J6113-0 J2615-0 J4699-0 J5532-0 J1036-0 J483-1 J7739-0 J1287-0 J8039-0 J8021-0 J6984-0
6438	U6438	J4146 J2752 J3854 J3239 J1966 J6954	J4075-0 J221-0 J2431-0 J3244-0 J508-0 J675-0 J2803-0 J3204-0 J8039-0 J4149-1 J4982-0 J4626-0 J3978-0 J499-0 J5666-1 J1531-0 J2600-0 J2066-0 J7013-0 J6085-0
6439	U6439	J4148 J4787 J6314 J4138	J2927-0 J1186-0 J3197-0 J2613-0 J1976-0 J8127-0 J6488-0 J2612-0 J1797-0 J5168-0 J5077-0 J6677-0 J4452-0 J6577-0 J890-0 J7147-0 J2321-0 J475-0 J6492-0 J5180-0
6440	U6440	J7036 J5072 J1468 J7438 J4521 J4104	J6074-0 J7284-0 J3211-0 J4902-1 J423-0 J4181-1 J4977-0 J3928-1 J5010-0 J1341-0 J4215-0 J6325-0 J5764-0 J2382-0 J4308-1 J4876-0 J6542-1 J1880-1 J983-0 J7350-1
6441	U6441	J4649 J1119 J245 J1334	J5474-1 J3699-0 J3105-0 J8102-0 J6054-0 J3355-0 J8244-0 J4292-0 J5718-0 J1173-0 J6462-0 J7531-0 J6493-0 J4038-1 J1218-1 J7429-1 J5587-0 J1114-0 J4559-0 J3645-0
6442	U6442	J6223 J1740 J7666	J1252-0 J1618-0 J8022-1 J7542-0 J6706-0 J1446-0 J277-0 J4815-0 J7301-0 J1315-0 J2919-1 J7255-0 J7193-1 J864-0 J1905-0 J6798-0 J4955-0 J1145-0 J8033-1 J2247-0
6443	U6443	J993 J2370 J1912 J8233 J8094 J6017 J2445 J3083 J2699 J7303 J4340 J5389 J663	J7454-0 J1524-1 J5828-0 J5500-0 J7838-0 J6648-0 J2236-0 J4190-1 J3166-1 J1734-0 J5838-0 J1110-0 J6582-0 J6667-1 J1048-0 J4929-0 J5824-1 J2749-1 J3506-0 J3569-1
6444	U6444	J7433 J160 J3645 J7429	J2213-0 J5649-0 J6607-1 J2646-0 J1314-0 J3246-0 J2120-0 J5028-0 J5573-0 J1027-0 J6541-0 J1127-1 J951-0 J3907-0 J675-1 J1077-0 J1868-0 J7592-0 J2255-0 J66-0
6445	U6445	J8000 J7061 J5 J1490	J5112-0 J1549-0 J3672-0 J6697-1 J1798-0 J954-0 J537-0 J6047-0 J3072-1 J1152-0 J4628-1 J3463-0 J1207-0 J7803-0 J1151-0 J999-0 J696-1 J4300-0 J2640-1 J6756-0
6446	U6446	J3212 J6203 J4022 J7184 J2508 J4053 J1458 J7999	J1854-1 J1409-0 J3424-0 J7581-0 J3775-0 J5043-0 J5744-0 J3690-0 J4559-0 J5838-0 J1508-0 J6665-0 J2393-1 J2210-1 J563-0 J5495-0 J7034-0 J3458-0 J5172-0 J6563-0
6447	U6447	J3765 J2950 J1218 J4593 J8032 J2517	J1490-1 J2450-1 J2977-0 J2066-0 J4911-0 J3701-0 J2084-0 J2161-0 J2572-0 J7206-1 J6114-1 J1731-0 J6942-0 J7342-0 J590-0 J4764-0 J7405-0 J2305-1 J2911-1 J3109-0
6448	U6448	J3645 J3367 J142 J1907 J4181 J7182 J6229	J2023-0 J3724-0 J7304-0 J1869-0 J7913-0 J7325-0 J3690-0 J8019-0 J282-0 J6042-0 J167-0 J2344-0 J2686-0 J2456-0 J7244-0 J3648-0 J7321-0 J1593-0 J8217-0 J3862-0
6449	U6449	J1063 J1612 J4379 J1030	J992-0 J6810-0 J8163-1 J1570-0 J3704-0 J7400-0 J2965-0 J3554-1 J3822-0 J2136-0 J6108-1 J4770-0 J7102-1 J3134-1 J5951-0 J2760-1 J166-0 J848-0 J4166-0 J2568-1
6450	U6450	J3372 J3883 J6958	J2128-0 J3775-0 J7965-0 J7467-0 J1733-0 J4396-0 J5752-0 J917-0 J6870-0 J2354-1 J1942-0 J2828-1 J511-0 J1484-0 J775-1 J1068-0 J3304-1 J6697-1 J2667-0 J3395-0
6451	U6451	J8004 J3307 J3934 J7673 J7883	J5548-0 J721-0 J1148-1 J2250-1 J5044-0 J784-0 J6452-0 J7054-0 J5805-0 J1503-0 J1933-1 J307-0 J1260-1 J7868-0 J4183-1 J5173-0 J5150-0 J4450-0 J1071-0 J4895-1
6452	U6452	J6795 J6763 J1524 J6809	J6276-0 J4752-0 J6335-0 J525-1 J4365-0 J6719-0 J4104-0 J467-0 J5288-0 J6122-0 J5473-0 J3217-0 J5933-0 J2450-0 J1501-0 J7366-0 J1658-0 J2193-0 J4147-0 J7295-0
