user	Histories	Behaviors
U8609	J2841 J4961 J6902 J2745	J2611-0 J2866-0 J5714-0 J1165-0 J1163-1 J1943-0 J7782-1 J2870-0 J1318-0 J5290-0 J3402-0 J1589-0 J4662-0 J4212-0 J879-0 J6244-0 J3346-1 J2445-0 J8218-0 J5795-0
U4079	J2688 J903 J7869 J985 J8259	J1055-0 J7614-0 J6275-0 J1055-0 J3222-0 J5461-0 J3029-0 J1193-0 J4608-1 J4398-0 J3477-0 J8128-0 J7289-0 J2040-0 J5818-0 J4458-1 J6638-0 J3671-0 J3265-0 J2275-0
U4049	J6954 J2517 J3614 J7070	J5713-0 J5112-0 J3413-0 J3197-0 J4969-0 J556-0 J2770-0 J3362-0 J5634-0 J6522-0 J6463-0 J1965-1 J435-0 J3681-0 J7930-0 J1769-0 J7020-0 J7591-0 J702-0 J1452-0
U1895	J7756 J2104 J6000 J180	J3567-0 J7067-1 J1752-0 J4280-0 J1008-0 J4734-0 J5179-0 J3409-1 J2620-0 J4608-1 J7724-0 J4303-0 J4767-0 J793-0 J6866-0 J2055-0 J387-0 J3324-0 J4665-0 J1352-0
U6068	J6620 J1694 J1529 J1701	J6830-1 J3811-0 J7588-0 J7916-0 J7395-0 J2750-0 J5349-0 J1585-0 J4579-0 J2464-0 J7339-0 J1775-0 J7112-0 J6877-0 J1441-0 J3725-0 J1502-0 J855-0 J2900-0 J4194-0
U396	J5625 J8141 J5947 J2671	J3075-0 J7257-0 J7093-1 J4288-0 J1006-0 J3172-0 J2687-0 J131-0 J6073-0 J2242-0 J3093-0 J2593-0 J1838-0 J3011-0 J7174-0 J1940-0 J7359-1 J6218-0 J4082-0 J736-0
U6002	J2133 J2436 J7254 J6579	J176-1 J6671-0 J1795-0 J8057-0 J1071-0 J2299-0 J7488-0 J2620-0 J3339-0 J5150-0 J1155-0 J7036-1 J3562-0 J3599-1 J4349-0 J2608-0 J5388-0 J7327-0 J1592-0 J3447-0
U6788	J2508 J3554 J1647 J7424	J4739-1 J5337-0 J5532-0 J700-0 J446-0 J1614-0 J3692-0 J648-1 J3601-0 J5741-0 J633-0 J2897-0 J8232-1 J8162-0 J792-0 J6381-0 J4397-0 J5053-0 J1690-0 J4033-0
U4072	J2920 J1056 J4868	J4682-0 J5299-0 J658-0 J5177-0 J4969-0 J1478-0 J1735-0 J3002-0 J8114-0 J6369-0 J6676-0 J4790-0 J2681-1 J8133-0 J3809-0 J7719-0 J90-0 J2825-0 J5093-1 J2185-1
U5303	J631 J816 J5002	J1274-0 J7508-0 J5701-0 J7824-1 J68-1 J6414-0 J7157-0 J8134-0 J3989-0 J5329-0 J7788-0 J4847-1 J5399-0 J4544-0 J581-0 J1794-0 J6734-1 J4987-0 J7353-1 J6353-0
U9204	J3083 J7088 J3833	J4183-0 J3256-0 J6542-1 J4069-1 J4066-0 J6383-0 J7492-0 J5794-0 J3171-0 J353-0 J5316-1 J821-0 J7532-0 J4840-0 J6930-0 J4530-0 J5343-0 J4449-0 J2905-0 J1565-0
U9240	J3931 J3074 J3022	J2365-0 J1905-1 J4603-0 J6917-0 J6809-0 J1365-0 J1341-0 J6704-0 J3966-1 J7188-0 J2564-0 J7574-0 J2561-0 J1679-0 J7760-1 J3349-0 J1770-0 J3569-0 J1678-1 J5718-0
U2678	J1352 J4994 J1351 J5829 J4392	J4545-0 J4972-0 J2028-0 J6862-0 J7507-0 J6236-0 J4146-0 J3535-0 J6378-0 J323-0 J32-0 J6519-0 J6067-0 J5676-0 J4431-0 J839-0 J2997-0 J6331-0 J6465-0 J313-0
U9133	J858 J5578 J4842 J4567 J6207 J2950 J2517 J6193 J2683 J3134	J7230-0 J1885-0 J6851-0 J6941-0 J4342-1 J2391-0 J2101-1 J6785-0 J7576-0 J1174-0 J846-0 J6831-0 J3501-0 J6525-1 J685-0 J5395-0 J5119-0 J1527-0 J2116-0 J2785-0
U1885	J3104 J891 J2775	J3309-0 J1800-0 J1891-0 J8134-0 J5145-0 J5371-0 J7344-0 J5887-0 J6192-0 J5054-0 J6656-0 J86-0 J5498-0 J5123-0 J4520-0 J371-0 J5594-0 J4305-0 J4444-0 J6861-0
U7879	J2422 J2388 J6887 J3077 J4027	J4406-1 J7488-0 J4167-0 J7687-0 J3626-0 J7810-0 J5820-0 J605-0 J285-0 J255-0 J7394-0 J2540-0 J1978-1 J1034-0 J2772-0 J630-0 J7397-0 J6573-0 J3296-0 J7269-0
U5439	J2794 J4903 J6211 J2958 J739 J2105	J5152-0 J2942-0 J2713-0 J5085-0 J3043-0 J7664-1 J2668-0 J2615-0 J6853-0 J338-0 J6488-0 J7600-0 J6118-1 J3432-0 J7727-0 J3102-0 J2333-0 J5135-0 J6704-0 J2459-0
U4738	J921 J2567 J4095 J2570	J4839-0 J6773-0 J7330-0 J857-0 J7222-0 J3722-0 J6688-0 J4829-0 J4664-0 J1915-0 J5411-0 J5439-0 J5671-0 J3810-0 J3351-0 J7071-0 J7194-0 J2109-0 J2590-0 J2786-0
U5873	J5068 J5941 J6677 J6114 J171 J3202	J4827-0 J7473-0 J5700-0 J4154-0 J6956-0 J5542-0 J6615-0 J1067-1 J1227-0 J1893-0 J7210-0 J7182-1 J5767-0 J7342-0 J3795-0 J6229-1 J7129-0 J3569-0 J2974-0 J6149-1
U5642	J1621 J520 J1597 J6677	J620-0 J5974-0 J391-0 J633-0 J5273-0 J1490-1 J1151-0 J6082-0 J4526-0 J4672-0 J944-0 J205-0 J5854-0 J7414-1 J7027-0 J5121-1 J2468-0 J3928-0 J455-0 J6060-0
U5861	J2888 J5956 J4312	J6990-0 J6691-0 J1067-1 J3900-0 J6703-0 J700-0 J2682-1 J5990-0 J706-0 J6522-1 J6128-0 J583-0 J7585-0 J4055-0 J2742-0 J6715-0 J295-0 J4679-0 J5917-0 J5723-0
U8237	J1556 J5471 J4132	J713-0 J5400-0 J2706-0 J4757-0 J3889-0 J3323-0 J8006-0 J5676-0 J3172-0 J6438-0 J4168-0 J5865-1 J3365-0 J1183-0 J4960-1 J2050-0 J1048-0 J1441-0 J4578-0 J2662-0
U7826	J6944 J2802 J1916 J5439 J6391 J1745 J3278	J1303-0 J333-0 J6020-0 J8162-0 J4039-0 J573-0 J5394-1 J6660-1 J2576-1 J3518-0 J901-1 J3562-0 J5147-0 J2157-0 J8222-0 J2384-1 J547-0 J171-1 J6423-0 J433-1
U7260	J1970 J1656 J8168	J6584-0 J2558-0 J2322-0 J1976-0 J2610-0 J6823-0 J5922-0 J1128-0 J8174-0 J636-0 J317-0 J610-0 J6095-0 J6126-1 J4651-0 J6058-0 J6406-0 J1777-0 J3231-0 J7315-0
U6539	J2229 J6661 J8260 J4771 J3322	J5837-0 J6919-0 J4424-0 J2887-1 J4431-0 J1910-0 J5287-0 J5214-0 J7681-0 J2935-0 J1787-0 J6724-0 J6180-0 J7491-0 J490-0 J2663-0 J969-0 J2228-0 J4452-0 J2855-0
U8494	J2407 J1516 J917	J6917-0 J3786-0 J5191-1 J5844-0 J4929-0 J5884-0 J6420-0 J5628-0 J1656-0 J4060-0 J4992-0 J2265-0 J5245-0 J8162-0 J2630-0 J5642-0 J2947-0 J910-0 J1796-0 J2299-0
U3613	J4472 J1449 J3765	J8123-0 J7401-0 J7906-0 J2417-0 J1551-0 J1933-1 J228-0 J156-1 J6588-1 J6750-0 J7408-1 J933-0 J2748-0 J2740-0 J5091-0 J486-0 J4434-0 J7729-0 J2616-0 J5779-0
U348	J1648 J5390 J1912 J2378 J6069 J863 J4467 J5725	J3971-0 J5856-0 J4331-1 J2028-1 J2486-1 J42-0 J2657-0 J4675-0 J1616-1 J8199-0 J2911-1 J3925-0 J6005-0 J3794-0 J7514-0 J1892-0 J5783-0 J4154-0 J4800-0 J3616-0
U6805	J6229 J2636 J7582 J3997 J2745 J6697 J7389	J2955-0 J5985-1 J4006-0 J6021-0 J6524-0 J6594-0 J6353-0 J5417-0 J365-1 J5526-0 J2197-1 J6393-0 J1301-0 J7175-0 J6751-0 J1933-0 J7253-0 J3263-0 J2195-0 J5909-0
U3824	J7151 J5476 J2102 J3871	J7236-0 J6622-0 J7275-0 J54-0 J6305-0 J731-0 J2793-0 J3638-0 J5690-0 J2350-0 J2245-0 J1252-0 J2793-0 J517-0 J2018-0 J5067-0 J4169-1 J2853-0 J6446-0 J6851-0
U8229	J3111 J5880 J1375 J1477	J7867-1 J3950-0 J8001-1 J1086-0 J7491-0 J7090-0 J7716-0 J5630-0 J226-0 J1583-0 J7015-0 J5038-0 J6974-0 J3404-0 J7408-1 J2119-0 J5277-0 J4476-0 J2660-0 J4133-1
U6951	J1581 J2422 J4022 J4920	J6459-0 J4491-0 J3793-0 J872-1 J5655-0 J6573-1 J474-0 J4259-1 J1268-0 J5504-0 J5604-0 J4255-0 J579-0 J526-0 J3408-0 J73-0 J1701-0 J2357-0 J6505-1 J6800-0
U4754	J8232 J2731 J4336	J4531-1 J7104-1 J6011-0 J2748-1 J3859-0 J3942-0 J6243-0 J3444-0 J1967-0 J6271-1 J7270-0 J2938-0 J3406-0 J7083-0 J4831-0 J3492-0 J4035-0 J5215-0 J2286-0 J4388-0
U9359	J3929 J4340 J6588	J8207-0 J430-0 J6942-0 J6257-0 J5748-0 J3374-0 J2432-0 J6285-0 J6976-0 J5962-0 J3174-0 J6111-0 J6451-0 J7643-0 J5853-0 J8097-0 J6865-0 J4838-0 J5023-0 J4082-0
U8328	J5359 J6474 J127 J3700	J2683-1 J533-1 J4297-0 J5829-1 J4849-1 J3971-0 J5317-0 J5883-0 J8243-0 J7884-1 J2037-0 J1776-1 J3484-0 J416-0 J2066-0 J1288-0 J7905-0 J4745-0 J5958-1 J1060-1
U9357	J8076 J2439 J2887 J3547 J200 J2565	J1665-0 J4024-0 J724-0 J3493-0 J147-0 J7798-0 J949-0 J3337-1 J2754-0 J6761-0 J5006-0 J5960-0 J5936-0 J7227-1 J4355-0 J4913-0 J3436-0 J6405-1 J4005-1 J3452-0
U1622	J2187 J183 J807 J6422 J3360 J7292 J282 J4170 J6376 J2013 J8077	J1541-0 J6317-0 J2294-0 J2048-1 J7923-0 J3830-1 J1719-1 J1632-0 J4906-0 J2373-1 J2140-0 J5957-1 J2275-0 J8014-0 J2051-0 J5703-0 J835-0 J6962-0 J119-0 J3106-1
U570	J7296 J2974 J7182 J7185 J6382 J3854 J68	J3111-1 J2883-0 J141-0 J2401-0 J4561-0 J3237-0 J4487-0 J5657-0 J6179-0 J7830-1 J5274-0 J7315-0 J8247-0 J442-1 J7418-0 J6221-0 J8106-0 J6626-0 J1394-0 J2687-0
U3145	J5675 J2135 J7037 J2518 J4458 J2229	J7520-0 J5139-1 J6358-0 J6182-0 J4735-0 J3780-0 J6243-0 J3643-0 J5697-0 J7068-0 J379-1 J2742-1 J8021-0 J6113-0 J3374-0 J4065-0 J4740-1 J466-1 J3997-1 J1324-0
U974	J4023 J3599 J7528 J3593	J2153-0 J6766-0 J266-0 J5299-0 J5708-1 J7828-0 J5550-0 J7758-0 J2351-0 J1480-0 J4229-0 J8152-0 J321-0 J3830-1 J3661-0 J7522-1 J6819-0 J2387-0 J1533-0 J2605-0
U990	J331 J3708 J2781 J5348 J2769 J3103 J5612 J3046 J3869 J3409 J2566	J4315-0 J285-0 J2937-0 J2706-0 J1281-0 J7122-0 J5892-0 J103-0 J1365-0 J1551-0 J4838-0 J279-0 J3330-0 J2351-0 J2400-0 J5850-0 J4802-0 J2415-0 J4580-0 J2056-0
U8686	J1030 J85 J2752 J2446 J280 J5121 J3547	J74-0 J6773-0 J3048-0 J4807-0 J6270-0 J2595-0 J6972-0 J2636-0 J4639-0 J4402-0 J1140-0 J1828-0 J8147-0 J383-1 J7452-0 J218-0 J5879-0 J2537-0 J231-0 J6398-0
U9823	J3436 J5080 J5081 J8134	J5989-0 J2149-0 J1670-0 J6114-0 J2355-0 J7081-0 J887-0 J1617-0 J5772-0 J7289-0 J6727-0 J3163-0 J6731-0 J5917-0 J1502-0 J2900-0 J327-0 J225-0 J6974-0 J2554-0
U9055	J987 J3997 J4342 J978 J4593 J108 J8140 J3022 J4613 J2013 J4374 J2528 J4602	J3634-0 J6852-0 J1654-0 J611-0 J1368-0 J5057-0 J1114-0 J3195-0 J804-0 J1896-0 J7452-0 J6486-0 J1511-0 J5159-0 J7289-0 J7335-0 J3988-0 J5985-1 J4869-0 J2730-0
U9241	J1452 J2635 J3817 J7920 J2845 J377 J2172	J1994-0 J1838-0 J4720-1 J6886-1 J6886-1 J6139-1 J2812-0 J6613-0 J3877-1 J2753-0 J5022-0 J6770-0 J104-0 J2046-0 J4387-0 J7935-0 J3959-0 J637-0 J5123-0 J5433-0
U2764	J4771 J7056 J312 J3688 J2518	J163-0 J2425-0 J1522-0 J5916-1 J7132-0 J8120-0 J2952-0 J6545-0 J936-0 J6354-0 J6453-1 J2733-1 J5599-0 J6173-0 J6934-0 J5092-0 J1675-1 J5258-0 J2340-0 J4547-1
U4030	J5068 J7433 J7359 J2724 J7447	J8139-0 J2846-0 J3698-0 J4388-1 J2088-0 J5740-0 J1963-0 J6956-0 J5486-0 J7698-0 J1246-0 J3289-0 J6227-1 J7347-0 J1334-0 J2185-1 J4101-0 J8072-0 J7497-0 J6283-0
U7233	J4565 J7530 J1238 J3753	J7632-0 J5327-0 J4614-1 J2609-0 J8069-0 J7423-1 J7586-0 J8004-1 J6484-0 J6131-0 J3263-0 J820-0 J4134-1 J2047-0 J5198-1 J5722-0 J4917-0 J6166-0 J3448-0 J3106-1
U8245	J4851 J2581 J4594	J7557-0 J8016-0 J284-0 J4986-0 J8249-0 J8253-1 J1760-0 J5435-1 J1572-0 J3328-0 J2200-0 J7999-1 J2326-0 J2973-0 J141-1 J3502-0 J6767-0 J7478-0 J7698-0 J1775-0
U4318	J1530 J6601 J306	J1372-0 J2111-0 J2177-0 J1315-0 J7318-0 J6021-0 J3503-0 J2396-0 J7071-0 J5158-0 J7267-0 J1864-0 J7017-0 J6127-0 J4512-0 J2600-0 J3675-0 J7330-0 J5745-0 J4474-0
U2108	J2248 J2737 J68 J3460	J726-0 J1249-0 J6672-0 J1579-0 J4393-0 J2746-1 J7803-0 J103-0 J1543-0 J3625-0 J5546-0 J5777-0 J5003-0 J3431-0 J1396-1 J400-0 J5431-0 J2046-0 J3942-0 J237-0
U8141	J882 J5071 J4146 J3586	J1430-0 J2955-0 J7409-1 J4530-0 J510-0 J755-0 J1714-0 J4742-0 J1128-0 J4952-0 J4205-1 J5580-0 J7677-0 J1096-0 J1535-0 J3098-0 J6451-0 J6129-0 J7692-0 J1973-0
U7014	J2446 J7882 J8071 J4333 J2376 J4330 J3593 J6375 J6422 J4510 J4023	J4952-0 J3111-1 J7205-0 J2164-0 J7110-0 J2726-1 J481-0 J5608-0 J1757-0 J2440-0 J571-0 J86-0 J5449-0 J3270-0 J6059-0 J7608-0 J887-1 J5913-0 J3882-0 J2683-1
U6439	J4148 J4787 J6314 J4138	J2927-0 J1186-0 J3197-0 J2613-0 J1976-0 J8127-0 J6488-0 J2612-0 J1797-0 J5168-0 J5077-0 J6677-0 J4452-0 J6577-0 J890-0 J7147-0 J2321-0 J475-0 J6492-0 J5180-0
U6276	J7572 J7296 J5072 J6977	J4582-0 J5790-0 J8241-1 J3841-1 J5737-0 J2126-0 J439-1 J6741-0 J2955-0 J5884-0 J8248-0 J1719-1 J330-0 J2892-0 J7247-0 J6891-0 J4532-0 J3519-0 J3656-0 J6241-1
U660	J4329 J6167 J3403 J6181	J1613-0 J1088-0 J2216-0 J3749-0 J5114-0 J1905-0 J4737-0 J5119-1 J6580-0 J7913-0 J1655-0 J8181-0 J2062-0 J8071-0 J7551-0 J6256-0 J7397-0 J4495-0 J4673-0 J7117-0
U5720	J4500 J7782 J3921 J1908 J1476	J6431-0 J5836-0 J3726-0 J4754-0 J5284-0 J3310-0 J5151-1 J7497-0 J4641-0 J2312-0 J4710-0 J7434-0 J1994-0 J373-0 J4320-0 J8061-1 J3718-0 J337-0 J5884-0 J7009-0
U6555	J4790 J1817 J7869 J2781 J282	J6282-0 J2303-0 J5794-0 J6192-0 J7002-0 J5165-0 J3951-0 J685-0 J2920-1 J3835-0 J7027-0 J7871-0 J1476-0 J4791-0 J5184-0 J3134-1 J7687-0 J4198-0 J4547-1 J7680-1
U6037	J8071 J2717 J5182 J2693 J3866 J3871	J4056-0 J2977-1 J7691-0 J7098-0 J5039-0 J7264-0 J1928-0 J7253-0 J8172-0 J1543-0 J2444-1 J8222-0 J2369-1 J1197-0 J6576-0 J7572-1 J1654-0 J3829-1 J8224-0 J4323-0
U1464	J4643 J2608 J7433	J5945-0 J1473-0 J3375-0 J1386-0 J5369-0 J249-0 J5470-0 J2775-0 J549-0 J2999-1 J2561-0 J7989-1 J7340-0 J2059-0 J3644-0 J2445-0 J3272-0 J7772-0 J2501-0 J2130-0
U2570	J6954 J4406 J5500 J907 J6661 J2508 J3432	J2059-0 J2413-0 J882-1 J457-1 J2808-1 J7441-1 J1840-0 J2319-1 J6088-1 J278-1 J1665-0 J7831-0 J711-0 J815-0 J107-1 J7838-0 J7961-0 J5590-1 J3921-1 J5356-0
U5918	J2858 J1507 J7328 J6674	J7039-1 J4528-0 J7883-0 J2231-0 J6440-0 J7384-0 J3751-0 J2173-0 J4337-0 J8241-0 J4283-0 J1379-0 J7943-0 J7587-0 J7990-0 J7110-0 J6415-0 J3202-1 J2946-0 J5186-0
U792	J28 J663 J3553 J7183	J991-0 J866-0 J4261-0 J2106-0 J1565-0 J4511-1 J7532-0 J7649-0 J8101-0 J6564-0 J783-0 J1828-0 J5571-0 J5318-0 J1977-1 J3463-0 J1333-0 J4381-0 J4524-0 J6013-0
U5512	J6230 J3626 J1218 J1977	J4085-0 J4914-0 J6538-0 J3490-0 J5866-0 J4373-0 J6971-0 J6067-0 J827-0 J4313-1 J4002-0 J604-0 J6203-0 J289-0 J4926-0 J421-0 J7781-0 J6331-0 J7957-0 J1422-0
U86	J7914 J3035 J3878 J1412 J2988	J2717-1 J1318-0 J1781-0 J673-0 J5464-0 J818-0 J1900-0 J4826-0 J69-0 J7993-0 J5340-0 J4230-0 J7605-0 J5674-0 J6001-0 J5959-0 J5848-0 J7575-0 J5425-0 J7683-0
U5975	J6967 J7300 J575	J3992-0 J5611-0 J5659-0 J7093-0 J2571-0 J4170-0 J5582-0 J2873-0 J3684-0 J3846-0 J46-0 J1240-0 J7363-0 J152-0 J760-0 J6985-0 J2018-0 J1082-0 J5119-0 J8249-0
U9996	J730 J6502 J4784 J2920 J5348	J3277-0 J3549-0 J6523-0 J2475-0 J6003-1 J5377-0 J1801-0 J7670-1 J853-1 J97-0 J4224-0 J7615-0 J4540-0 J2493-1 J299-1 J4311-0 J5783-0 J139-1 J2271-0 J3671-1
U5496	J1477 J1245 J4128 J7554	J8165-0 J438-1 J1672-0 J6709-0 J4608-1 J1973-0 J4581-0 J7275-0 J2766-0 J5607-0 J152-1 J8255-0 J2185-1 J7908-0 J6293-1 J7260-0 J3977-0 J601-0 J7895-0 J2347-0
U4985	J1687 J1653 J6745 J4301 J6743	J3624-0 J7756-0 J5726-0 J458-0 J4614-0 J558-0 J4287-0 J7251-0 J999-0 J336-0 J6344-0 J6824-0 J2598-0 J4666-0 J554-0 J1845-0 J5185-0 J7434-0 J2197-0 J2769-0
U7553	J3307 J1608 J7782 J4023	J4727-0 J6402-0 J6162-1 J7746-0 J3466-0 J6951-1 J7805-0 J3899-1 J2464-0 J2164-0 J7396-0 J6394-0 J5441-0 J2598-0 J2758-1 J5843-0 J5352-0 J8235-0 J6625-0 J591-0
U526	J7045 J3918 J1530 J2 J7850	J2670-0 J4441-0 J7716-0 J1004-0 J4996-0 J4065-0 J5626-0 J3601-0 J2425-1 J2962-0 J3595-1 J5327-0 J2209-1 J5776-0 J6412-1 J3791-0 J3116-0 J7595-0 J3644-0 J2852-0
U1316	J1763 J5248 J7203	J8083-0 J3234-0 J7401-0 J6358-0 J3945-0 J6208-0 J722-0 J152-1 J613-0 J2151-0 J1922-0 J7905-0 J8118-0 J6673-0 J7895-1 J6939-0 J329-0 J1616-1 J4876-0 J5353-0
U9568	J8253 J3662 J4595 J2463 J4332 J1488 J7037 J7815	J2721-0 J1394-1 J1957-0 J3018-0 J1675-1 J87-1 J4656-0 J5543-0 J3106-1 J6061-0 J7983-0 J1025-0 J6800-0 J8134-0 J5866-1 J1569-0 J5292-0 J6574-0 J659-1 J1440-1
U5031	J7228 J1238 J1243 J7203 J6394	J2110-0 J5884-0 J2617-0 J5451-0 J4798-0 J7913-0 J411-0 J3891-0 J207-0 J2635-1 J7109-0 J4539-0 J6460-0 J5084-0 J6882-0 J373-0 J3714-0 J6831-0 J4820-0 J2517-1
U8852	J659 J7524 J1020 J7057	J5825-0 J8083-0 J2085-0 J6107-0 J7547-0 J6305-0 J3384-1 J5686-1 J7405-0 J4879-0 J5851-0 J245-1 J183-1 J3537-0 J3650-0 J3840-0 J682-0 J4222-0 J7869-1 J3443-0
U7886	J2518 J1760 J3378 J4486 J6161 J5954	J1332-0 J7015-0 J5692-0 J646-0 J5840-0 J2505-0 J2074-0 J5113-0 J4124-0 J2854-0 J2024-0 J943-0 J6279-1 J4222-0 J4998-0 J2216-0 J3169-0 J3426-0 J5165-0 J2785-0
U2601	J3386 J7404 J7246	J2379-1 J6053-0 J2523-0 J3152-0 J6157-0 J5970-0 J6418-0 J3668-0 J2446-1 J675-1 J2842-0 J5084-0 J3567-0 J3203-1 J613-0 J6506-0 J358-0 J5567-1 J1049-0 J2706-0
U8260	J1224 J2690 J4605 J3854 J3321 J7868	J2219-0 J4491-0 J4471-0 J2786-0 J186-0 J7853-0 J2313-0 J2995-0 J5089-0 J724-0 J4508-1 J8059-0 J4062-0 J5383-0 J6250-0 J4954-0 J1979-0 J585-0 J3726-0 J6005-0
U7513	J3909 J2243 J6743 J4718	J2686-0 J3869-0 J682-0 J359-0 J5045-0 J5180-0 J7007-1 J4670-0 J6609-0 J3203-0 J5774-0 J5431-0 J6979-0 J7322-0 J2101-0 J7199-0 J6615-0 J7246-0 J1573-0 J5713-0
U5643	J7998 J2528 J5666 J4241 J7844 J5198	J7980-0 J505-0 J6111-0 J2388-0 J6193-0 J1442-0 J5220-0 J2663-0 J7847-1 J7116-0 J1069-0 J4329-0 J5332-0 J1438-1 J1626-0 J2167-0 J5420-0 J2352-0 J5445-0 J1488-1
U3529	J5052 J1473 J1425 J3409 J8159 J1470 J3526 J2888 J3736 J4203	J8191-0 J5999-0 J2543-0 J3194-0 J7478-0 J5697-0 J2289-0 J5269-0 J6430-1 J3333-0 J1676-1 J6160-0 J5487-0 J7897-1 J2811-1 J3980-0 J3547-1 J2349-1 J6837-0 J5048-0
U2296	J1184 J1612 J4790	J185-0 J3902-0 J2525-1 J6619-0 J2519-0 J6654-0 J1074-0 J2435-0 J176-1 J3279-0 J7703-0 J261-0 J205-0 J6844-0 J6761-0 J3170-0 J7437-1 J6758-0 J488-0 J3221-0
U9571	J4454 J7601 J1854 J3577 J5567	J4527-1 J2390-0 J4120-0 J6565-0 J1960-0 J4742-0 J5529-0 J139-0 J5100-0 J4445-0 J2267-1 J2098-0 J688-0 J1804-0 J284-0 J3787-0 J575-0 J979-1 J2498-0 J6683-0
U9318	J7867 J6224 J7070 J592 J8086 J603 J7376 J387 J1351	J3491-0 J7361-0 J1086-0 J4581-0 J3248-0 J4533-0 J4474-0 J5800-0 J3513-0 J7410-1 J6393-0 J4551-0 J7317-0 J7067-0 J4592-0 J4598-0 J157-0 J2191-0 J1839-0 J4659-0
U4747	J6672 J1775 J558 J3096 J3854 J3996 J7883 J4147 J3403 J1912 J8253 J4623	J5543-0 J708-1 J7776-0 J1052-1 J7642-0 J829-0 J7914-1 J5571-0 J7849-0 J4240-1 J4791-0 J7285-0 J954-0 J6675-1 J5144-0 J1454-0 J209-1 J7963-0 J888-0 J6519-0
U9620	J6408 J7856 J1859 J5067	J69-0 J6655-0 J6354-0 J6684-0 J4732-0 J6751-1 J6140-0 J3445-0 J7055-0 J1289-0 J5794-0 J2145-0 J2-1 J2683-0 J6838-0 J8032-0 J6489-0 J8048-0 J5279-0 J7325-0
U3899	J6509 J5081 J5375	J4028-0 J4884-0 J7316-0 J6870-0 J6168-0 J7039-0 J4613-0 J1112-0 J3700-0 J5857-0 J3341-0 J4228-0 J4402-0 J3071-0 J8130-0 J6835-0 J5660-0 J3554-0 J1575-0 J1821-0
U7635	J809 J8253 J3269 J2086 J2692 J4263 J4629 J3086 J7846	J8060-0 J6988-0 J1284-0 J7389-0 J1813-0 J3081-0 J2141-0 J5544-0 J4186-0 J7232-0 J5783-0 J4589-0 J7763-0 J1374-0 J2553-1 J7835-0 J3018-0 J779-0 J7531-0 J7939-0
U5105	J7765 J195 J1460 J2702 J246 J4511 J2956	J2007-0 J5817-0 J5447-0 J6986-0 J2503-1 J7042-0 J2852-0 J3544-0 J8167-0 J4702-0 J2360-0 J2274-0 J787-0 J5022-0 J1444-0 J3571-0 J1836-0 J7589-0 J5745-0 J2573-0
U5461	J2436 J1255 J3547	J2865-0 J6623-0 J6822-0 J5518-0 J4800-0 J6030-0 J1357-0 J1245-1 J954-0 J8088-0 J2426-0 J8206-0 J4072-0 J5940-1 J4602-0 J6893-0 J5418-1 J5805-0 J3982-0 J1299-0
U4897	J183 J85 J6740	J7111-0 J2181-0 J3667-0 J1686-0 J2042-0 J1830-0 J1625-0 J7273-0 J1784-0 J5546-0 J2784-0 J3596-0 J672-0 J5774-0 J941-0 J3191-0 J5117-0 J3163-0 J2129-0 J3972-0
U6702	J3553 J4554 J5242 J7363	J7764-0 J161-0 J2855-0 J1124-0 J5753-0 J522-0 J90-0 J2045-0 J7808-0 J2370-0 J2274-0 J2844-0 J6804-0 J2592-0 J8053-0 J5263-0 J6893-0 J5499-0 J5574-1 J5224-0
U2788	J186 J5987 J448 J4919 J1977	J1951-0 J877-0 J984-0 J2609-0 J3228-0 J6752-0 J1923-0 J5281-0 J6331-0 J4012-0 J2282-0 J5744-0 J2673-0 J64-0 J4179-0 J4616-0 J2161-0 J4360-0 J6214-0 J6355-0
U4475	J85 J4189 J4181 J148 J4302	J7656-0 J5326-0 J3063-1 J3195-0 J7783-0 J8068-0 J2171-0 J3911-1 J3839-1 J7519-0 J2391-0 J5819-0 J1098-0 J7380-0 J8047-0 J1280-0 J5534-0 J579-0 J7195-0 J587-0
U1867	J6207 J3953 J6808 J4565	J4320-1 J4752-0 J7458-0 J185-0 J1910-1 J7477-0 J4230-0 J5195-0 J5767-0 J427-0 J4287-0 J6858-0 J5793-0 J5940-1 J7236-0 J4942-0 J7010-0 J4808-0 J1633-0 J1344-0
U3407	J7510 J1459 J5359 J3244 J7764 J1443 J1658	J6040-0 J7316-0 J2387-0 J2158-0 J6795-0 J1023-0 J6232-0 J2631-0 J2386-0 J5704-0 J437-0 J4447-0 J3973-0 J169-0 J4736-0 J348-0 J1345-0 J3441-0 J3957-0 J7804-0
U4544	J6641 J2821 J6181	J1835-0 J3925-0 J2553-0 J1010-1 J4087-0 J4067-0 J3888-1 J1194-0 J2549-0 J5874-0 J1669-1 J7196-0 J240-0 J3575-0 J5369-0 J6525-1 J1043-0 J6354-0 J415-0 J909-0
U8981	J2392 J4334 J5385 J1031	J7765-0 J36-0 J2927-0 J478-0 J7766-0 J1621-0 J3357-0 J726-0 J3647-1 J7419-0 J2026-0 J6140-0 J7340-0 J2813-0 J1166-0 J3087-0 J4386-0 J7085-0 J2439-0 J7554-1
